1a8708a9-320f-46b2-8edc-7c614db23185,gptturbo,gsm8k,0cot,1,shortcut,False
3beb3ec5-03ec-4c60-9ef9-7c7cc091fdff,gptturbo,gsm8k,0cot,1,shortcut,True
cf57e172-cf8f-4ba1-aa55-c03711be6809,gptturbo,gsm8k,0cot,1,typo,False
52a8c16e-845a-42c3-8b6c-589fd1dfae4c,gptturbo,gsm8k,0cot,1,typo,True
bb4408e6-063b-44c1-8640-047805d3bd1a,gptturbo,gsm8k,0cot,1,,True
a454c5fe-03ad-4d62-a695-693df2df3620,gptturbo,gsm8k,cot,1,shortcut,False
c5ceafad-57e4-4127-8adc-6ab9fe83b17b,gptturbo,gsm8k,cot,1,shortcut,True
d0b71edb-7f83-4caf-9dcf-7e5f39067b2d,gptturbo,gsm8k,cot,1,typo,False
3ac99246-c550-425a-ba54-6b4bbc4e6b96,gptturbo,gsm8k,cot,1,typo,True
a0ec5327-350c-4a1d-839a-ab33de55539b,gptturbo,gsm8k,cot,1,,True
08c63ce8-0fd9-487b-8692-fc8743adee0f,gptturbo,gsm8k,cot,2,shortcut,False
fccddc2e-9081-4815-92a1-6d00a88e03aa,gptturbo,gsm8k,cot,2,shortcut,True
dae26bff-64d8-4719-ab3e-91667d4ed1de,gptturbo,gsm8k,cot,2,typo,False
e2e65f65-d4c7-4598-b543-6deea1e0da39,gptturbo,gsm8k,cot,2,typo,True
a4a9cebd-7a38-42a8-a212-dcf42de40943,gptturbo,gsm8k,cot,2,,True
2fe90d48-6372-4fa7-8114-fa188c136b14,gptturbo,gsm8k,cot,4,shortcut,False
a60a0a22-a0b9-491e-b463-5021d507f9af,gptturbo,gsm8k,cot,4,shortcut,True
4381ac91-d79c-494b-8079-d9afc46036d8,gptturbo,gsm8k,cot,4,typo,False
66c34b92-217c-4c92-9ce9-fc8142f59a49,gptturbo,gsm8k,cot,4,typo,True
64023dd8-ec48-40b7-8007-eb0dc1eac506,gptturbo,gsm8k,cot,4,,True
f88c6979-2f80-404f-9bc0-22bba7b33fa2,gptturbo,gsm8k,cot,8,shortcut,False
0dc7f3e0-d545-4395-aefd-9659596ec8a7,gptturbo,gsm8k,cot,8,shortcut,True
33ea888d-6a35-4e9a-96ef-4a722b08eab1,gptturbo,gsm8k,cot,8,typo,False
58437302-a1eb-46ca-bfe4-0ccbaff3c570,gptturbo,gsm8k,cot,8,typo,True
